COLOR,W1,W2,W3,W4,W5,version
G,372.7235728246009,500.1428561419095,49999937.05313495,531.9666994888886,531.9666994888886,213
B,390.8218006432985,511.6520056421794,49999908.15414231,532.749999021123,532.749999021123,213
R,388.07503586521676,473.96299007118733,49999955.81229403,433.30237686058905,433.30237686058905,214
G,371.7245801086554,502.28359751907516,49999936.4443121,533.954634980708,533.954634980708,214
B,389.3728336274855,513.4225444320591,49999907.21549627,535.9747534607927,535.9747534607927,214
R,387.4101553835647,475.13984078779816,49999955.81229403,434.65682619039416,434.65682619039416,215
G,370.90318491663965,503.30791731364167,49999936.4443121,535.3305283923827,535.3305283923827,215
B,388.85653989956086,514.7463403004754,49999907.06255532,537.9016771667476,537.9016771667476,215
G,370.77428830436037,503.1302489038799,49999936.4443121,535.1942012360394,535.1942012360394,216
R,386.7934296027665,478.3333257955811,49999954.93926468,437.2588180176329,437.2588180176329,216
B,387.84713970271696,517.6302622561097,49999906.62137982,540.6383806547209,540.6383806547209,216
B,387.8472653072433,517.6300525486139,49999906.62137982,540.6381566819674,540.6381566819674,217
R,385.6998793247197,481.2072808078265,49999954.02814413,439.4138201935252,439.4138201935252,217
G,369.2035209994136,505.42122766244177,49999936.4443121,537.1148573243469,537.1148573243469,217
G,369.2036857543357,505.42100923657335,49999936.4443121,537.1145137339878,537.1145137339878,218
R,384.00446422977416,483.90352798966455,49999953.69964413,443.57903739257347,443.57903739257347,218
B,386.27941611269915,520.9162791553505,49999906.47137982,545.0174297173592,545.0174297173592,218
G,369.10059737741136,505.27719430732964,49999936.4443121,537.2389888914241,537.2389888914241,219
R,382.4029158161003,485.3921618293997,49999953.05303525,445.5319511760061,445.5319511760061,219
B,385.7671863408632,523.6459236876307,49999905.48208067,547.617796698925,547.617796698925,219
G,368.98337772778166,505.1019781097887,49999936.4443121,537.1044274778736,537.1044274778736,220
R,381.78938558550277,487.8007629696789,49999952.06111905,448.70973210625283,448.70973210625283,220
B,385.7523724589647,526.6569965403503,49999904.48957126,547.661662231367,547.661662231367,220
G,368.9834970187738,505.1017857912835,49999936.4443121,537.1042465589898,537.1042465589898,221
R,381.1135055900001,490.1743401657893,49999951.06508011,452.3510970676514,452.3510970676514,221
B,385.13393493922274,529.0206658639921,49999903.99073441,550.0840409629135,550.0840409629135,221
B,385.13406027388214,529.0204564268197,49999903.99073441,550.0838171061164,550.0838171061164,222
R,379.834725001396,494.23684774379547,49999951.06508011,454.92354999334185,454.92354999334185,222
G,367.11492855709855,507.7825187432723,49999935.87834711,540.551031386691,540.551031386691,222
R,379.83493603917503,494.236425665995,49999951.06508011,454.9232402334021,454.9232402334021,223
G,366.1159358923507,509.92325847938577,49999935.26952426,542.5389672414211,542.5389672414211,223
B,383.6850919070311,530.7909972605387,49999903.05208837,553.3085734948298,553.3085734948298,223
B,383.68518534951284,530.7908103772353,49999903.05208837,553.30836603756,553.30836603756,224
R,377.9045273748677,496.1772128275493,49999950.81008012,458.74660678565584,458.74660678565584,224
G,364.63978213556646,512.130746623437,49999934.81070142,545.9875719557015,545.9875719557015,224
B,383.5959704201935,530.6773861959053,49999903.05208837,553.0235603553109,553.0235603553109,225
R,374.9376430936531,497.7849140297476,49999950.55508012,461.9288484823503,461.9288484823503,225
G,363.73259795989577,515.2689676891051,49999934.31236306,546.0473740810547,546.0473740810547,225
G,363.7698788480615,515.1632686796661,49999934.31236306,545.9516756204998,545.9516756204998,226
R,373.5877933442356,500.55923038681937,49999950.22658012,464.3400202836149,464.3400202836149,226
B,382.80195971293085,534.0581723849867,49999902.23347501,556.5220099264368,556.5220099264368,226
G,363.77007757372286,515.1630855981676,49999934.31236306,545.9513417335992,545.9513417335992,227
R,372.1425846894108,501.6861649692575,49999949.28879574,466.8773983421,466.8773983421,227
B,382.2991547053388,536.2372966599698,49999901.23473395,558.9360334219374,558.9360334219374,227
R,371.47770461849785,502.8630141329474,49999949.28879574,468.2318570469774,468.2318570469774,228
G,363.0344740285102,516.2246361379638,49999934.31236306,547.4357053140102,547.4357053140102,228
B,381.7828592794365,537.5610953411782,49999901.081793,560.8629602877497,560.8629602877497,228
G,363.07177806300115,516.1188711429617,49999934.31236306,547.3399351143863,547.3399351143863,229
R,370.12785394588303,505.63733041934614,49999948.96029574,470.6430278699802,470.6430278699802,229
B,380.98884780040174,540.9418830738036,49999900.26317964,564.3614114029609,564.3614114029609,229
B,380.98906396539576,540.9416939780399,49999900.26317964,564.361274124907,564.361274124907,230
R,369.00045842831764,508.8473572749098,49999948.51912024,474.6075432078708,474.6075432078708,230
G,361.6648161463369,518.4675291690717,49999933.83386306,550.4766256023748,550.4766256023748,230
R,369.0006679373362,508.8469382546303,49999948.51912024,474.60723113543366,474.60723113543366,231
G,360.6658241062657,520.6082654879566,49999933.22504022,552.4645600505985,552.4645600505985,231
B,379.540093820876,542.7122377102284,49999899.3245336,567.5860334977169,567.5860334977169,231
B,379.5403113032719,542.712049032179,49999899.3245336,567.5858975282382,567.5858975282382,232
R,367.8228506319754,512.4477209667182,49999948.10315524,479.9762682100157,479.9762682100157,232
G,359.05074269987404,523.3790994182897,49999933.22504022,554.9998238566017,554.9998238566017,232
R,367.823058333892,512.4473055606426,49999948.10315524,479.9759573650218,479.9759573650218,233
G,358.0517510160793,525.5198340037186,49999932.61621738,556.9877573941868,556.9877573941868,233
B,378.0913405963546,544.4825937177839,49999898.38588756,570.810657914372,570.810657914372,233
R,367.82326603560347,512.4468901549769,49999948.10315524,479.97564652029024,479.97564652029024,234
G,357.05275945283626,527.6605679098872,49999932.00739453,558.9756905991436,558.9756905991436,234
B,376.64236933217626,546.2531393479854,49999897.44724152,574.035419304511,574.035419304511,234
G,357.0529589441277,527.6603850075359,49999932.00739453,558.9753561899498,558.9753561899498,235
R,366.37802118494386,513.5738030719939,49999947.16537086,482.51294021273367,482.51294021273367,235
B,376.13956229181997,548.4322676884973,49999896.44850046,576.449447751983,576.449447751983,235
R,366.3782519404735,513.5733505079203,49999947.16537086,482.5126400154393,482.5126400154393,236
G,355.91852369434633,529.7197392473655,49999931.10739618,562.7544340548907,562.7544340548907,236
B,375.5605354263135,551.0443329802698,49999895.49205139,579.1169700625006,579.1169700625006,236
G,355.78964617514885,529.5420856959277,49999931.10739618,562.6181091519792,562.6181091519792,237
R,365.80443425242083,517.182049569032,49999946.20694698,485.031286571094,485.031286571094,237
B,374.03030252240217,553.8723413844533,49999895.49205139,582.2219498858708,582.2219498858708,237
R,365.80464228605064,517.18163349953,49999946.20694698,485.0309746878234,485.0309746878234,238
G,354.79065397223343,531.6828201895804,49999930.49857334,564.6060440438592,564.6060440438592,238
B,372.5813299600647,555.6428891275543,49999894.55340535,585.4467134449053,585.4467134449053,238
G,354.79080688225196,531.6825721714956,49999930.49857334,564.6057034015962,564.6057034015962,239
R,363.6380858575325,520.3264724615049,49999946.20694698,488.352915142136,488.352915142136,239
B,371.6910764978061,559.7262453749796,49999894.55340535,587.1162131838638,587.1162131838638,239
R,362.9732097595352,521.5033128530246,49999946.20694698,489.70737377773656,489.70737377773656,240
G,353.9419563116598,532.5836002469091,49999930.49857334,565.8611639299094,565.8611639299094,240
B,371.1747782429158,561.0500489445726,49999894.4004644,589.0431457841943,589.0431457841943,240
R,362.30833093658765,522.6801579976943,49999946.20694698,491.06183624360773,491.06183624360773,241
G,353.09288636120965,533.4836381804581,49999930.49857334,567.1156587224871,567.1156587224871,241
B,370.6584797099475,562.3738530073608,49999894.24752345,590.970078978062,590.970078978062,241
B,370.65872692134064,562.3736613652961,49999894.24752345,590.9699550612099,590.9699550612099,242
R,361.1809326126268,525.8901895460639,49999945.76577148,495.02635579301256,495.02635579301256,242
G,351.73733698558283,535.6863004224374,49999930.02007334,570.2742257451076,570.2742257451076,242
R,361.181140974448,525.8897728201789,49999945.76577148,495.0260418461468,495.0260418461468,243
G,350.73834443113253,537.8270344507483,49999929.4112505,572.2621615444586,572.2621615444586,243
B,369.2097537337738,564.1442100623992,49999893.30887741,594.1947195362126,594.1947195362126,243
B,369.2098764246818,564.1440079314405,49999893.30887741,594.1945483124641,594.1945483124641,244
R,359.86147002025194,527.9697599613628,49999944.94211593,499.8999035547062,499.8999035547062,244
G,349.6360425593178,539.8801561417878,49999928.781427294,575.8493405055386,575.8493405055386,244
R,359.1965866062381,529.1466137377928,49999944.94211593,501.25436878919794,501.25436878919794,245
G,348.8725412769146,540.8161892717982,49999928.781427294,577.2111464024642,577.2111464024642,245
B,368.69357712268936,565.4678133647292,49999893.15593646,596.1214831625331,596.1214831625331,245
G,348.87273912015525,540.8160094273462,49999928.781427294,577.2108163430206,577.2108163430206,246
R,357.7513008886797,530.2734995614403,49999944.00433155,503.7915641867466,503.7915641867466,246
B,368.1907681960354,567.6469454778365,49999892.15719541,598.5355149693548,598.5355149693548,246
R,357.7515055300928,530.2730902763717,49999944.00433155,503.7912526789802,503.7912526789802,247
G,347.8737458925965,542.9567439194965,49999928.17260446,579.1987538444728,579.1987538444728,247
B,366.7417939146899,569.4174960045111,49999891.21854936,601.7602813726502,601.7602813726502,247
B,366.74205310914164,569.4173038752498,49999891.21854936,601.7601632274673,601.7601632274673,248
R,356.62410311050684,533.4831291174931,49999943.56315605,507.7557790644872,507.7557790644872,248
G,346.51873739124284,545.1578662328178,49999927.69410446,582.3575613976489,582.3575613976489,248
R,356.25309101345664,534.6834804420901,49999943.56315605,508.2384325830741,508.2384325830741,249
G,345.2037817866473,545.5096289545456,49999927.52782551,583.2879271196911,583.2879271196911,249
B,366.55505569780405,570.8972927241241,49999891.05194786,602.6485920363941,602.6485920363941,249
G,345.31856148833,545.1838621924513,49999927.52782551,582.9509082668998,582.9509082668998,250
R,354.90323746688006,537.4578058529735,49999943.23465605,510.6496123996832,510.6496123996832,250
B,365.7610402108655,574.278088472557,49999890.2333345,606.1470511734058,606.1470511734058,250
R,354.90344355981483,537.4573936648616,49999943.23465605,510.649298214371,510.649298214371,251
G,344.31956803328484,547.3245962959472,49999926.91900267,584.9388463297732,584.9388463297732,251
B,364.31206515696607,576.0486402461968,49999889.29468846,609.3718188489993,609.3718188489993,251
B,364.3121832861089,576.048442629311,49999889.29468846,609.3716072173918,609.3716072173918,252
R,353.62465110577654,541.5195148889134,49999943.23465605,513.2217317387286,513.2217317387286,252
G,342.4511181108752,550.005424065256,49999926.35303767,588.3857104004112,588.3857104004112,252
R,353.6248594910261,541.5190981161717,49999943.23465605,513.2214145732423,513.2214145732423,253
G,341.4521246284424,552.1461572813485,49999925.74421482,590.3736483825902,590.3736483825902,253
B,362.8632077137393,577.8189952833199,49999888.35604242,612.5963758312978,612.5963758312978,253
G,341.5670272880926,551.8200405152289,49999925.74421482,590.0362550475476,590.0362550475476,254
R,352.2750019708368,544.2934142915545,49999942.90615605,515.632577349427,515.632577349427,254
B,362.06919115711264,581.199793171129,49999887.53742905,616.0948371120284,616.0948371120284,254
R,352.2752114249594,544.2929953810667,49999942.90615605,515.632258463152,515.632258463152,255
G,340.5680339536632,553.9607730525382,49999925.13539198,592.0241925494722,592.0241925494722,255
B,360.620214763996,582.9703471823477,49999886.59878301,619.3196071422329,619.3196071422329,255
R,352.27542087885763,544.2925764710278,49999942.90615605,515.6319395772064,515.6319395772064,256
G,339.5690407661942,556.1015048497434,49999924.52656914,594.0121295501274,594.0121295501274,256
B,359.1712378640445,584.7409020542143,49999885.66013697,622.544378090096,622.544378090096,256
R,352.2756303326954,544.2921575625098,49999942.90615605,515.6316206913261,515.6316206913261,257
G,338.14827304691914,558.3924733811036,49999924.37656914,595.9263359896926,595.9263359896926,257
B,357.93146187774363,587.2049344360609,49999884.42618138,626.3648553410891,626.3648553410891,257
R,352.2758397861446,544.2917386533688,49999942.90615605,515.6313018060392,515.6313018060392,258
G,337.1492803678708,560.5332031716822,49999923.76774629,597.9142713845508,597.9142713845508,258
B,356.48248391293777,588.9754911086178,49999883.48753534,629.5896282048787,629.5896282048787,258
B,356.482569769226,588.9753193970779,49999883.48753534,629.5894372615558,629.5894372615558,259
R,350.13519311596497,545.7093481206659,49999942.37620605,518.7211259333309,518.7211259333309,259
G,336.0022794057744,562.7621424871489,49999923.29657029,601.8783721237238,601.8783721237238,259
B,356.4826850126165,588.9751266361965,49999883.48753534,629.5892307729208,629.5892307729208,260
R,348.8563818348629,549.7714346795192,49999942.37620605,521.2936447572179,521.2936447572179,260
G,334.1339465307238,565.4430647826579,49999922.7306053,605.3252927525075,605.3252927525075,260
G,334.01683796326716,565.2679344041359,49999922.7306053,605.1912492245796,605.1912492245796,261
R,348.2428509201204,552.1800343218267,49999941.38428985,524.4714216801891,524.4714216801891,261
B,356.46786225210025,591.9862163947444,49999882.49502593,629.633111042373,629.633111042373,261
G,334.017006204064,565.267715918357,49999922.7306053,605.1908882745075,605.1908882745075,262
R,345.9045912325128,553.6590204879724,49999940.596967,526.3931253353193,526.3931253353193,262
B,355.4117854104818,595.4300429026409,49999882.24002593,633.062718226876,633.062718226876,262
R,345.9048021586458,553.6585986334637,49999940.596967,526.3928019862987,526.3928019862987,263
G,333.01801276563185,567.4084460443904,49999922.12178246,607.1788253951669,607.1788253951669,263
B,353.9628073894871,597.20059954982,49999881.30137989,636.2874909497317,636.2874909497317,263
R,345.2399297193167,554.8354298124301,49999940.596967,527.747272331772,527.747272331772,264
G,332.16854795656974,568.3061777973073,49999922.12178246,608.4311976817546,608.4311976817546,264
B,353.44650369846977,598.5244126496701,49999881.14843894,638.2144348921546,638.2144348921546,264
B,353.4465892289588,598.5242415897285,49999881.14843894,638.2142445996823,638.2142445996823,265
R,343.0992905379336,556.2530493600779,49999940.067017,530.8371085037444,530.8371085037444,265
G,331.02154645034733,570.5351149001866,49999921.65060647,612.3952984408198,612.3952984408198,265
G,330.7980993213533,570.2254195236593,49999921.65060647,612.8841429619322,612.8841429619322,266
R,342.568124343606,558.8294499149724,49999939.09665521,533.4158750332347,533.4158750332347,266
B,352.85437565443465,601.052597822074,49999880.64925314,640.6422183752156,640.6422183752156,266
R,342.56833460565485,558.8290293886322,49999939.09665521,533.4155507997093,533.4155507997093,267
G,329.7991048859133,572.3661509099798,49999921.04178362,614.8720825592015,614.8720825592015,267
B,351.40539670943156,602.8231560054453,49999879.7106071,643.8669927099538,643.8669927099538,267
R,341.90346446800663,560.0058556892935,49999939.09665521,534.7700169500624,534.7700169500624,268
G,328.9496789941241,573.2638844410503,49999921.04178362,616.1244954161674,616.1244954161674,268
B,350.889092176986,604.1469705869304,49999879.55766615,645.7939384235439,645.7939384235439,268
G,328.8326361228509,573.0888149899345,49999921.04178362,615.9907448810826,615.9907448810826,269
R,341.28993294007284,562.4144560131143,49999938.10473901,537.9477943820157,537.9477943820157,269
B,350.87426825614824,607.1580624664048,49999878.56515674,645.8378205105024,645.8378205105024,269
B,350.8743540522912,607.1578908697077,49999878.56515674,645.8376299006769,645.8376299006769,270
R,340.8245036888477,565.6484126610278,49999937.68877401,538.3034079887045,538.3034079887045,270
G,326.1102236993896,574.071420944126,49999920.29731862,618.7959480490367,618.7959480490367,270
R,340.15964058589725,566.8252255129315,49999937.68877401,539.6578776114974,539.6578776114974,271
G,325.26084028526293,574.9691642836451,49999920.29731862,620.048409655637,620.048409655637,271
B,350.358049882813,608.4817047417457,49999878.41221579,647.7645746867306,647.7645746867306,271
R,340.159854326512,566.8247980294595,49999937.68877401,539.6575478948495,539.6575478948495,272
G,324.261845587192,577.1098952441038,49999919.68849578,622.0363497906362,622.0363497906362,272
B,348.9090705668634,610.2522634665722,49999877.47356975,650.9893495174338,650.9893495174338,272
G,324.14489418018417,576.9349093217943,49999919.68849578,621.9029991121643,621.9029991121643,273
R,339.54632618890497,569.2333916628409,49999936.69685781,542.8353163417702,542.8353163417702,273
B,348.89424654644387,613.2633554489432,49999876.48106034,651.0332316588176,651.0332316588176,273
R,338.89305403582216,570.5399359690065,49999936.69685781,544.3845517645369,544.3845517645369,274
G,323.34037073896303,578.0905341528204,49999919.68849578,623.6377792111955,623.6377792111955,274
B,348.24086849447633,614.5701115528785,49999876.48106034,652.5273637601073,652.5273637601073,274
B,348.3136900736352,614.6345103623547,49999876.48106034,652.6804232553579,652.6804232553579,275
R,335.79794445403445,571.1055391860618,49999936.69685781,546.8125704241369,546.8125704241369,275
G,322.7841815010863,581.0480454660262,49999918.68917401,626.9059203112115,626.9059203112115,275
B,348.3138044683744,614.6343187106148,49999876.48106034,652.6802176410928,652.6802176410928,276
R,334.5191254908152,575.1675501625413,49999936.69685781,549.385112453172,549.385112453172,276
G,320.9163582996826,583.729387957726,49999918.12320902,630.3529985500635,630.3529985500635,276
B,348.31391886312446,614.6341270588587,49999876.48106034,652.6800120268123,652.6800120268123,277
R,333.2402927020006,579.2295533214344,49999936.69685781,551.957723805776,551.957723805776,277
G,319.0488099047927,586.4109545485865,49999917.55724402,633.8001319831648,633.8001319831648,277
G,319.15502975464204,586.5029490285832,49999917.55724402,633.9332765438588,633.9332765438588,278
R,331.82260640408964,582.4449126044193,49999936.25568231,555.4801906592265,555.4801906592265,278
B,347.11514821516823,617.9986030713853,49999876.48106034,654.9377182329987,654.9377182329987,278
B,347.11526276377055,617.9984111006916,49999876.48106034,654.9375122210789,654.9375122210789,279
R,330.54376194184283,586.5069021905966,49999936.25568231,558.052860619822,558.052860619822,279
G,317.2880295118189,589.1849619884429,49999916.99127902,637.3805033501249,637.3805033501249,279
R,329.87891512407896,587.6836821138802,49999936.25568231,559.4073443127508,559.4073443127508,280
G,316.44066137005365,590.0835362741187,49999916.99127902,638.6354904322861,638.6354904322861,280
B,346.5989585106958,619.322225013635,49999876.32811939,656.8644569352363,656.8644569352363,280
G,316.4985312116126,589.9939766267709,49999916.99127902,638.5203209174254,638.5203209174254,281
R,328.8456835964871,590.3680233129036,49999935.75649652,562.1178363290396,562.1178363290396,281
B,345.52035076102015,621.9620114226759,49999875.57331488,659.2824856643354,659.2824856643354,281
R,328.84590613097697,590.3675782416811,49999935.75649652,562.1174884958872,562.1174884958872,282
G,315.49953584122636,592.1347061884001,49999916.38245618,640.5082618188129,640.5082618188129,282
B,344.0713712655375,623.7325702672547,49999874.63466884,662.5072604443925,662.5072604443925,282
G,315.55741977460536,592.0451601090573,49999916.38245618,640.3930851827918,640.3930851827918,283
R,328.4676484145884,593.0614085535656,49999934.67465817,563.4850279576051,563.4850279576051,283
B,343.92100570986725,626.8339307986736,49999873.64936255,663.5130646753262,663.5130646753262,283
B,343.9210909067045,626.8337603995867,49999873.64936255,663.5128750953246,663.5128750953246,284
R,326.4536534513262,595.5606575585739,49999934.67465817,567.8631849413357,567.8631849413357,284
G,313.47557116716894,594.5235597636873,49999915.96649118,645.8728213838101,645.8728213838101,284
R,326.4539548428238,595.5603865109839,49999934.67465817,567.8628794065859,567.8628794065859,285
G,312.97074763548426,597.0893934675602,49999915.03016013,649.6884854684242,649.6884854684242,285
B,343.1761860516905,629.4956000981648,49999872.89493249,666.7248108412276,666.7248108412276,285
B,343.29178233296045,629.4716503604874,49999872.89493249,666.7529199288682,666.7529199288682,286
R,325.3265561575072,598.7704168032427,49999934.23348267,571.8273959565943,571.8273959565943,286
G,311.6159735783079,599.2898293380283,49999914.55166013,652.8474362919675,652.8474362919675,286
R,325.3268598201195,598.7701477937736,49999934.23348267,571.8270937273962,571.8270937273962,287
G,310.7815272681595,600.7211561616379,49999913.58285792,656.1139018329312,656.1139018329312,287
B,342.77169584562193,631.6499140715197,49999871.91538857,669.4245397870085,669.4245397870085,287
R,324.6620218645191,599.9469089369971,49999934.23348267,573.1815749229803,573.1815749229803,288
G,310.0178786640805,601.6563607960916,49999913.58285792,657.4749713233975,657.4749713233975,288
B,342.25539054588836,632.9737297654257,49999871.76244762,671.3514865606309,671.3514865606309,288
G,309.9933280200583,601.5254084124332,49999913.58285792,657.2646179686842,657.2646179686842,289
R,324.41505831984506,602.3035999748682,49999933.35837713,573.6339778799505,573.6339778799505,289
B,341.1889056123717,634.5646235857787,49999870.44620804,676.2547913738432,676.2547913738432,289
R,324.41528493284363,602.3031467466287,49999933.35837713,573.6336207207153,573.6336207207153,290
G,308.99432982273726,603.6661422941713,49999912.97403507,659.252565896939,659.252565896939,290
B,339.7399239707495,636.3351860218157,49999869.507562,679.4795699541303,679.4795699541303,290
R,323.7504541475275,603.4798942373754,49999933.35837713,574.9881146381717,574.9881146381717,291
G,308.23068029412013,604.6013378220771,49999912.97403507,660.6136303620112,660.6136303620112,291
B,339.223617003718,637.6590047274086,49999869.35462105,681.406520414409,681.406520414409,291
R,323.5021865968146,603.2918399329309,49999933.35837713,574.7123738487547,574.7123738487547,292
G,307.2950008933178,606.4783292075366,49999912.06146119,664.6129862199127,664.6129862199127,292
B,339.2002350910882,640.4407825639538,49999867.87241521,681.4940523932404,681.4940523932404,292
R,322.8373609870462,604.468577054458,49999933.35837713,576.0668624600391,576.0668624600391,293
G,306.5308456858804,607.413304536229,49999912.06146119,665.9734117971336,665.9734117971336,293
B,338.6839284149171,641.7646006960705,49999867.71947425,683.421002098724,683.421002098724,293
R,322.172532950204,605.6453189907987,49999933.35837713,577.4213579453669,577.4213579453669,294
G,305.76719543419614,608.3484991006225,49999912.06146119,667.3344766488501,667.3344766488501,294
B,338.16762150105933,643.088419251383,49999867.5665333,685.3479523155628,685.3479523155628,294
G,305.7220328841508,608.2396680215905,49999912.06146119,667.5137256152175,667.5137256152175,295
R,321.5590188620385,608.0538840026311,49999932.36646093,580.5990863479877,580.5990863479877,295
B,338.15279513462434,646.0995155268448,49999866.57402389,685.3918381476467,685.3918381476467,295
B,338.1529071514955,646.0993276080516,49999866.57402389,685.3916362447811,685.3916362447811,296
R,320.2801651193476,612.1158282246406,49999932.36646093,583.171804247936,583.171804247936,296
G,303.97933959579905,611.0226809701371,49999911.49549619,670.9778128101467,670.9778128101467,296
R,320.28039582412015,612.115366812853,49999932.36646093,583.1714375095438,583.1714375095438,297
G,302.9803401514523,613.1634159505796,49999910.88667335,672.9657634731685,672.9657634731685,297
B,336.70392546685235,647.8698899601551,49999865.63537785,688.6164145874308,688.6164145874308,297
G,302.8952506411853,612.983999510678,49999910.88667335,673.7271151440591,673.7271151440591,298
R,319.7357942950332,614.6994310479787,49999931.40880124,585.7505331701726,585.7505331701726,298
B,335.5506745417828,649.8638132018658,49999865.136540994,692.7928519864803,692.7928519864803,298
R,319.0709818636292,615.8761415560524,49999931.40880124,587.1050400377281,587.1050400377281,299
G,302.13159899830885,613.9191845791306,49999910.88667335,675.0881758181622,675.0881758181622,299
B,335.0343668724399,651.1876330652035,49999864.98360005,694.7198037421393,694.7198037421393,299
R,319.0712134011705,615.8756784787271,49999931.40880124,587.1046706763052,587.1046706763052,300
G,301.1325992200938,616.0599197945287,49999910.2778505,677.0761271786163,677.0761271786163,300
B,333.585383739759,652.9581978948247,49999864.04495401,697.9445847545766,697.9445847545766,300
R,319.07144493831805,615.8752154021893,49999931.40880124,587.1043013156632,587.1043013156632,301
G,300.1335996299516,618.2006541816629,49999909.66902766,679.0640778026662,679.0640778026662,301
B,332.1364001568766,654.7287634924812,49999863.10630797,701.1693665908847,701.1693665908847,301
R,319.07167647507185,615.874752326439,49999931.40880124,587.103931955802,587.103931955802,302
G,299.1346002317966,620.3413877286637,49999909.06020481,681.0520276731072,681.0520276731072,302
B,330.68741612745134,656.4993298518375,49999862.16766193,704.3941492442813,704.3941492442813,302
R,318.40686539485716,617.0514600935591,49999931.40880124,588.4584398580982,588.4584398580982,303
G,298.3707569536143,621.2764704555489,49999909.06020481,682.4128397349933,682.4128397349933,303
B,330.1711069891224,657.8231523475147,49999862.01472098,706.3211041982993,706.3211041982993,303
B,330.1712159726528,657.8229696057887,49999862.01472098,706.3209078584813,706.3209078584813,304
R,317.1280055444676,621.1133899782229,49999931.40880124,591.0311938066302,591.0311938066302,304
G,296.62862492192426,624.0599593589233,49999908.49423982,685.8774280498599,685.8774280498599,304
G,296.5437412514844,623.8807344410038,49999908.49423982,686.6391862405168,686.6391862405168,305
R,316.5834099043785,623.6974443575665,49999930.45114154,593.6102755445322,593.6102755445322,305
B,329.01796240835387,659.8168972905181,49999861.51588413,710.497348985271,710.497348985271,305
R,316.58364654771685,623.6969710686471,49999930.45114154,593.6098956283122,593.6098956283122,306
G,295.54474144814714,626.0214678738978,49999907.88541697,688.6271367389699,688.6271367389699,306
B,327.5689769906098,661.5874660235636,49999860.57723809,713.7221341964878,713.7221341964878,306
R,315.6031379416728,624.5318773385422,49999930.45114154,594.7243626676708,594.7243626676708,307
G,294.88485695256617,627.1989638064098,49999907.72345822,690.0129967217641,690.0129967217641,307
B,326.7357910931673,662.7005509261578,49999860.57723809,714.1159357079672,714.1159357079672,307
B,326.7358911310781,662.7003731799117,49999860.57723809,714.1157209438613,714.1157209438613,308
R,314.58805931533914,626.7302030676047,49999929.57458266,597.1816863092524,597.1816863092524,308
G,293.6954272861754,629.0641240775627,49999907.25228223,692.931592843033,692.931592843033,308
R,313.8874943148274,627.1569831216892,49999929.32642766,598.6388287007243,598.6388287007243,309
G,293.15613294196436,629.5016899511182,49999906.79568754,694.4800381835317,694.4800381835317,309
B,326.56444113840735,663.4649460324516,49999860.25464314,713.9236873657724,713.9236873657724,309
R,313.8874943148274,627.1569831216892,49999929.32642766,598.6388287007243,598.6388287007243,310
G,293.15613294196436,629.5016899511182,49999906.79568754,694.4800381835317,694.4800381835317,310
B,326.56444113840735,663.4649460324516,49999860.25464314,713.9236873657724,713.9236873657724,310
R,313.8874943148274,627.1569831216892,49999929.32642766,598.6388287007243,598.6388287007243,311
G,293.15613294196436,629.5016899511182,49999906.79568754,694.4800381835317,694.4800381835317,311
B,326.56444113840735,663.4649460324516,49999860.25464314,713.9236873657724,713.9236873657724,311
R,313.8874943148274,627.1569831216892,49999929.32642766,598.6388287007243,598.6388287007243,312
G,293.15613294196436,629.5016899511182,49999906.79568754,694.4800381835317,694.4800381835317,312
B,326.56444113840735,663.4649460324516,49999860.25464314,713.9236873657724,713.9236873657724,312
R,313.8874943148274,627.1569831216892,49999929.32642766,598.6388287007243,598.6388287007243,313
G,293.15613294196436,629.5016899511182,49999906.79568754,694.4800381835317,694.4800381835317,313
B,326.56444113840735,663.4649460324516,49999860.25464314,713.9236873657724,713.9236873657724,313
R,313.8874943148274,627.1569831216892,49999929.32642766,598.6388287007243,598.6388287007243,314
G,293.15613294196436,629.5016899511182,49999906.79568754,694.4800381835317,694.4800381835317,314
B,326.56444113840735,663.4649460324516,49999860.25464314,713.9236873657724,713.9236873657724,314
R,313.8874943148274,627.1569831216892,49999929.32642766,598.6388287007243,598.6388287007243,315
G,293.15613294196436,629.5016899511182,49999906.79568754,694.4800381835317,694.4800381835317,315
B,326.56444113840735,663.4649460324516,49999860.25464314,713.9236873657724,713.9236873657724,315
R,313.8874943148274,627.1569831216892,49999929.32642766,598.6388287007243,598.6388287007243,316
G,293.15613294196436,629.5016899511182,49999906.79568754,694.4800381835317,694.4800381835317,316
B,326.56444113840735,663.4649460324516,49999860.25464314,713.9236873657724,713.9236873657724,316
R,313.88775691250265,627.1565598895512,49999929.32642766,598.6383253720512,598.6383253720512,317
G,292.14627957562215,632.1939845323079,49999905.79922447,698.270660549721,698.270660549721,317
B,325.57081012548025,666.8663008307742,49999859.83867814,719.4767887578669,719.4767887578669,317
R,313.88799325209635,627.1560872081212,49999929.32642766,598.6379434231301,598.6379434231301,318
G,291.14727872941717,634.3347189111092,49999905.19040163,700.2586132325964,700.2586132325964,318
B,324.12182386913133,668.6368709474673,49999858.9000321,722.7015754115226,722.7015754115226,318
R,313.29712664507105,627.6714890968999,49999928.90202797,600.2205270730498,600.2205270730498,319
G,290.0253776358326,635.2549043824556,49999905.19040163,701.7464919473375,701.7464919473375,319
B,324.06433558473657,669.6765428376202,49999858.42204634,722.9257719613518,722.9257719613518,319
