B,500.0004037109066,249.9992955679865,50000000.0,199.99923005056738,199.99923005056738
R,497.4152494305085,254.1997154733306,49999997.93109274,208.86486708669827,208.86486708669827
G,497.706184539023,254.79597222344623,49999999.5588245,205.27319679852678,205.27319679852678
